job_id,job_title,category,course_title,skills
3891079268,information technology business analyst,information technology,the logo design process from start to finish,"ar, c, design, r"
3891079268,information technology business analyst,information technology,creative logo design with inkscape for free,"ap, c, ca, design, r"
3891079268,information technology business analyst,information technology,typography fundamentals feel confident with type,"ap, c, r"
3891079268,information technology business analyst,information technology,how to sell your art online with etsy,"ar, r"
3891079268,information technology business analyst,information technology,ultimate guide on freelancing career in photoshop design,"ar, c, ca, design, lan, r"
3891079268,information technology business analyst,information technology,photoshop como criar fus o de forma profissional,"ar, c, r"
3891079268,information technology business analyst,information technology,"photoshop, illustrator, indesign graphic design principles","ap, c, design, graphic design, phi, r"
3891079268,information technology business analyst,information technology,indesign para quem quer trabalhar com design gr fico,"ar, c, design, r"
3891079268,information technology business analyst,information technology,c mo dise ar logos,"ar, c, r"
3891079268,information technology business analyst,information technology,photoshop para principiantes de cero a experto,"ar, c, r"
3891079268,information technology business analyst,information technology,learn ui ux and mobile app design in photoshop from scratch,"ap, ar, c, design, pp, r"
3891079268,information technology business analyst,information technology,expert retina hidpi graphics in photoshop illustrator,"ap, c, phi, r"
3891079268,information technology business analyst,information technology,start making comics with manga studio 5 clip studio paint,"ai, ar, c, r"
3891079268,information technology business analyst,information technology,photoshop quickstart guide to digital sketching,"ar, c, git, r"
3891079268,information technology business analyst,information technology,learn photoshop cc essentials,"ar, c, r"
3891079268,information technology business analyst,information technology,mobile app design from beginner to intermediate,"ap, design, edi, pp, r"
3891079268,information technology business analyst,information technology,graphic design for entrepreneurs who can t draw,"ap, c, ca, design, graphic design, phi, r"
3891079268,information technology business analyst,information technology,business card design in powerpoint,"ar, c, ca, design, erp, powerpoint, r"
3891079268,information technology business analyst,information technology,graphic design an overview of the field,"ap, c, design, graphic design, phi, r"
3891079268,information technology business analyst,information technology,illustrator cc be a graphic designer in illustrator cc,"ap, c, design, graphic design, phi, r"
3891079268,information technology business analyst,information technology,bring your sketch to life learn digital illustration,"ar, c, git, r"
3891079268,information technology business analyst,information technology,learn cinema 4d create an abstract background,"ar, c, r"
3891079268,information technology business analyst,information technology,the art of icon design create custom flat icon designs,"ar, c, design, r"
3891079268,information technology business analyst,information technology,digital painting for cartoon characters,"ai, ar, c, ca, git, r"
3891079268,information technology business analyst,information technology,learn after effects and master 3d layers in after effects,"ar, c, r"
3891079268,information technology business analyst,information technology,learn adobe illustrator cc all essentials in 1 hour,"adobe, ar, c, r"
3891079268,information technology business analyst,information technology,history of art and design from xv to xxi century,"ar, c, design, r"
3891079268,information technology business analyst,information technology,app design web design photoshop combined course,"ap, c, design, pp, r, web design"
3891079268,information technology business analyst,information technology,adobe illustrator learn easy logo design,"adobe, ar, design, r"
3891079268,information technology business analyst,information technology,learn photoshop actions save time with repetitive tasks,"ar, c, r"
3891079268,information technology business analyst,information technology,"become a graphic designer, and earn a living from it","ap, ar, c, design, graphic design, phi, r"
3891079268,information technology business analyst,information technology,learn 2d cell shading in photoshop,"ar, c, r"
3891079268,information technology business analyst,information technology,learn digital drawing in photoshop,"ar, git, r"
3891079268,information technology business analyst,information technology,pixelmator create vector graphics from scratch,"ap, c, phi, r"
3891079268,information technology business analyst,information technology,flat design create beautiful flat graphics in photoshop,"ap, c, design, phi, r"
3891079268,information technology business analyst,information technology,expert guide mastering shapes creation with illustrator,"ap, c, r"
3891079268,information technology business analyst,information technology,learn blender 3d the materials and texture course,"ar, c, r"
3891079268,information technology business analyst,information technology,learn to design a logo in adobe illustrator,"adobe, ar, design, r"
3891079268,information technology business analyst,information technology,dise o de logo para principiantes,"ar, c, r"
3891079268,information technology business analyst,information technology,t cnicas photoshop reformar campo de golf,"ar, c, ca, r"
3891079268,information technology business analyst,information technology,nuke x aprende composici n digital,"ap, c, git, r"
3891079268,information technology business analyst,information technology,clipping masks shaped images in adobe photoshop cc,"adobe, adobe photoshop, ap, c, pp"
3891079268,information technology business analyst,information technology,expert guide mastering photoshop smart objects in depth,"ar, c, r"
3891079268,information technology business analyst,information technology,portrait typography in photoshop anyone can do typography,"ai, ap, c, ca, r"
3891079268,information technology business analyst,information technology,drawing in powerpoint block diagram experiments cartoon,"ar, c, ca, erp, experiment, powerpoint, r"
3891079268,information technology business analyst,information technology,graphic design double your sales with canva,"ap, c, ca, canva, design, graphic design, phi, r, sales"
3891079268,information technology business analyst,information technology,easy typography tips to beautify and strengthen your work,"ap, r"
3891079268,information technology business analyst,information technology,adobe illustrator advanced vector artwork,"adobe, ar, c, r"
3891079268,information technology business analyst,information technology,typografie die besten schriftarten im gesch ftsalltag,"ar, c, hr, r"
3891079268,information technology business analyst,information technology,curso de dise o e ilustracion de armas para videojuegos,"ar, c, r"
3891079268,information technology business analyst,information technology,dise o impreso preimpresi n para offset en illustrator,"ar, r"
3891079268,information technology business analyst,information technology,fundamentos de la tipograf a para un dise o eficaz,"ar, c, ca, r"
3891079268,information technology business analyst,information technology,earn and learn to create logo designs in illustrator quickly,"ar, c, design, r"
3891079268,information technology business analyst,information technology,quick and quirky caricatures learn in an hour,"ar, c, ca, r"
3891079268,information technology business analyst,information technology,opencv computer vision application programming,"ap, c, ca, computer vision, pp, programming, r, visio"
3891079268,information technology business analyst,information technology,turn your animated greeting card carousel into a music video,"ar, c, ca, r"
3891079268,information technology business analyst,information technology,learn to draw pretty faces for comic books,"ar, c, fa, r"
3891079268,information technology business analyst,information technology,the business graphic design with photoshop illustrator,"ap, c, design, graphic design, phi, r"
3891079268,information technology business analyst,information technology,bestseller learn illustrator cc in 1 hour,"ar, c, r"
3891079268,information technology business analyst,information technology,learn professional book cover designing photoshop 4 beginner,"ar, c, design, r"
3891079268,information technology business analyst,information technology,how to make graphics for a website,"ap, c, make, phi, r"
3891079268,information technology business analyst,information technology,adobe illustrator how to draw squared animals icons,"adobe, ar, c, r"
3891079268,information technology business analyst,information technology,book covers and graphic design with powerpoint 2013 2016 365,"ap, c, design, erp, graphic design, phi, powerpoint, r"
3891079268,information technology business analyst,information technology,getting started with digital painting using krita,"ai, ar, git, r"
3891079268,information technology business analyst,information technology,fundamentals of character design from concept to vector,"ar, c, design, r"
3891079268,information technology business analyst,information technology,"whiteboard animation, beginner to expert in 1 hour","ar, r"
3891079268,information technology business analyst,information technology,drawing fun caricatures the best method,"ar, c, ca, r"
3891079268,information technology business analyst,information technology,advanced graphic design photoshop cc 2014 for photographers,"ap, c, design, graphic design, phi, r"
3891079268,information technology business analyst,information technology,design beautiful professional ebooks using free software,"ar, design, r"
3891079268,information technology business analyst,information technology,create professional character designs in photoshop,"ar, c, design, r"
3891079268,information technology business analyst,information technology,how to make a custom graphic from sketches,"ap, c, make, phi, r"
3891079268,information technology business analyst,information technology,getting started with illustrator cc,"ar, c, r"
3891079268,information technology business analyst,information technology,indesign basics for beginners learn indesign quickly,"ar, c, design, r"
3891079268,information technology business analyst,information technology,create an accelerated learning flowchart with watercolors,"ar, c, r"
3891079268,information technology business analyst,information technology,how to create vector characters in illustrator or photoshop,"ar, c, r"
3891079268,information technology business analyst,information technology,photoshop learn concept art manipulation,"ar, c, r"
3891079268,information technology business analyst,information technology,create a majestic bear on adobe illustrator,"adobe, ar, c, r"
3891079268,information technology business analyst,information technology,learn adobe illustrator and premiere pro in 1 hour,"adobe, ar, r"
3891079268,information technology business analyst,information technology,learn mobile app design in photoshop,"ap, ar, design, pp, r"
3891079268,information technology business analyst,information technology,photoshop real world learning,"ar, r"
3891079268,information technology business analyst,information technology,how to design a 2d character in illustrator,"ar, c, design, r"
3891079268,information technology business analyst,information technology,adobe photoshop cc for photographers advanced,"adobe, adobe photoshop, ap, c, r"
3891079268,information technology business analyst,information technology,photoshop cc training creating fantastic album cover art,"ai, ar, c, fa, r, training"
3891079268,information technology business analyst,information technology,create beautiful image maps for your website,"ap, c, r"
3891079268,information technology business analyst,information technology,learn to create deliverable brand identity package,"ar, c, r"
3891079268,information technology business analyst,information technology,freelancing a z how to start a successful freelance career,"ar, c, ca, lan, r, sf"
3891079268,information technology business analyst,information technology,character concept design for beginners,"ar, c, design, r"
3891079268,information technology business analyst,information technology,mobile app design in photoshop from scratch ui ux design,"ap, c, design, pp, r"
3891079268,information technology business analyst,information technology,typography learn the foundation and designs,"ap, ar, design, r"
3891079268,information technology business analyst,information technology,sketch 3 new guide to ios 8 mobile app design 2015,"ap, c, design, ios, pp"
3891079268,information technology business analyst,information technology,how to make business cards like a pro,"ar, c, ca, make, r"
3891079268,information technology business analyst,information technology,adobe after effect create 15 advance motion graphic element,"adobe, ap, c, phi, r"
3891079268,information technology business analyst,information technology,learn sketch 3 mobile app design from scratch,"ap, ar, c, design, pp, r"
3891079268,information technology business analyst,information technology,learn real graphic design,"ap, ar, c, design, graphic design, phi, r"
3891079268,information technology business analyst,information technology,a beginners guide to creating vector graphics with photoshop,"ap, c, phi, r"
3891079268,information technology business analyst,information technology,adobe photoshop cs6 para iniciantes,"adobe, adobe photoshop, ar, c, cia, r"
3891079268,information technology business analyst,information technology,adobe indesign cc 2017 quick start,"adobe, ar, c, design, r"
3891079268,information technology business analyst,information technology,aprende photoshop con ejercicios pr cticos,"ap, c, ios, r"
3891079268,information technology business analyst,information technology,typography design learn web typography the practical way,"ap, ar, c, ca, design, r"
3891079268,information technology business analyst,information technology,toon boom studio tutorial cartoon animation made simple,"ar, c, ca, r"
3891079268,information technology business analyst,information technology,learn logo designing 5 types of logo designs in illustrator,"ar, design, r"
3891079268,information technology business analyst,information technology,"sketching how to draw people, hands, eyes, buildings cars","ar, c, ca, r"
3891079268,information technology business analyst,information technology,siemens nx unigraphics ug basic to advance 3d modelling,"ap, c, phi, r, siem"
3891079268,information technology business analyst,information technology,typography from a to z,"ap, m a, r"
3891079268,information technology business analyst,information technology,learn to create text fire effect in adobe photoshop,"adobe, adobe photoshop, ar, c, r"
3891079268,information technology business analyst,information technology,the complete adobe spark course,"adobe, ar, c, r, spark"
3891079268,information technology business analyst,information technology,the art of logo design everything you need to know,"ar, design, r"
3891079268,information technology business analyst,information technology,hand lettering para iniciantes,"ar, c, cia, r"
3891079268,information technology business analyst,information technology,aprende a utilizar canva,"ap, ar, c, ca, canva, r"
3891079268,information technology business analyst,information technology,create mobile app design from scratch in photoshop,"ap, c, design, pp, r"
3891079268,information technology business analyst,information technology,apple watch design,"ap, c, design, pp"
3891079268,information technology business analyst,information technology,word swag create stunning images with the word swag app,"ap, c, pp, r, word"
3891079268,information technology business analyst,information technology,digital art for beginners,"ar, git, r"
3891079268,information technology business analyst,information technology,learn how to design a logo in adobe illustrator in 30 mins,"adobe, ar, design, r"
3891079268,information technology business analyst,information technology,the most popular techniques in photoshop,"ar, c, r"
3891079268,information technology business analyst,information technology,become a professional graphic designer,"ap, c, design, graphic design, phi, r"
3891079268,information technology business analyst,information technology,how to draw cute cartoon characters,"ar, c, ca, r"
3891079268,information technology business analyst,information technology,how to create awesome cinema graph with adobe photoshop,"adobe, adobe photoshop, ap, c, r"
3891079268,information technology business analyst,information technology,learn to create a mandala with adobe illustrator,"adobe, ar, c, r"
3891079268,information technology business analyst,information technology,15 motion graphic elements in after effect series 2,"ap, c, phi, r"
3891079268,information technology business analyst,information technology,fantasy map design,"ap, design, fa"
3891079268,information technology business analyst,information technology,stencil simple graphic design for entrepreneurs,"ap, c, design, graphic design, phi, r"
3891079268,information technology business analyst,information technology,learn adobe indesign from scratch,"adobe, ar, c, design, r"
3891079268,information technology business analyst,information technology,drawing for all levels how to design cartoon women,"ar, c, ca, design, r"
3891079268,information technology business analyst,information technology,bestseller learn photoshop in 1 hour no experience needed,"ar, c, r"
3891079268,information technology business analyst,information technology,canva graphic design theory volume2,"ap, c, ca, canva, design, graphic design, heor, phi, r"
3891079268,information technology business analyst,information technology,graphic design create animated gif ad banners in photoshop,"ap, c, design, graphic design, phi, r"
3891079268,information technology business analyst,information technology,learn inkscape design logos and game arts,"ap, ar, c, ca, design, r"
3891079268,information technology business analyst,information technology,typography learn the basics to build a solid foundation,"ap, ar, c, r"
3891079268,information technology business analyst,information technology,learn adobe photoshop from scratch to professional,"adobe, adobe photoshop, ar, c, r"
3891079268,information technology business analyst,information technology,graphicdesign studio,"ap, c, design, phi, r"
3891079268,information technology business analyst,information technology,aula de photoshop aprenda como recortar imagens,"ap, ar, c, r"
3891079268,information technology business analyst,information technology,magazine design start your own magazine in less than 24hrs,"ar, design, hr, r"
3891079268,information technology business analyst,information technology,learn to code in python and learn adobe photoshop today,"adobe, adobe photoshop, ar, c, python, r"
3891079268,information technology business analyst,information technology,how to draw caricatures,"ar, c, ca, r"
3891079268,information technology business analyst,information technology,how to create top ranking mobile app icons ios edition,"ap, c, edi, ios, pp, r"
3891079268,information technology business analyst,information technology,ribbon lettering from sketch to wordmark,"ar, c, r, word"
3891079268,information technology business analyst,information technology,how to make a custom graphic,"ap, c, make, phi, r"
3891079268,information technology business analyst,information technology,create flat designs with inkscape,"ap, c, ca, design, r"
3891079268,information technology business analyst,information technology,learn to draw the comic book style,"ar, c, r"
3891079268,information technology business analyst,information technology,graphic design bootcamp professional workflow layout tips,"ap, c, ca, design, graphic design, phi, r"
3891079268,information technology business analyst,information technology,photoshop jumpstart,"ar, r"
3891079268,information technology business analyst,information technology,"learn calligraphy, handwriting animation wz after effects","ap, ar, c, ca, r, writing"
3891079268,information technology business analyst,information technology,course bundle exploring art silhouette linear line art,"ar, c, r"
3891079268,information technology business analyst,information technology,graphic design beginner s graphic design guide to photoshop,"ap, c, design, graphic design, phi, r"
3891079268,information technology business analyst,information technology,3ds max learn 3ds max tutorial for beginners in urdu hindi,"ar, r"
3891079268,information technology business analyst,information technology,motion graphic with after effect from scratch in 5 hours,"ap, c, phi, r"
3891079268,information technology business analyst,information technology,simple photoshop cc smart objects,"ar, c, r"
3891079268,information technology business analyst,information technology,learn photo manipulation build 3 projects,"ar, c, r"
3891079268,information technology business analyst,information technology,zombie apocalypse photoshop actions,"ap, c, ca"
3891079268,information technology business analyst,information technology,iphone icons in ios7 learn flat design,"ar, c, design, ios, iphone, r"
3891079268,information technology business analyst,information technology,how to draw professional manga artwork by punix,"ar, r, unix"
3891079268,information technology business analyst,information technology,how do i create a stylized graphics from images in photoshop,"ap, c, phi, r"
3891079268,information technology business analyst,information technology,como utilizar o corel draw por completo,"ar, c, r"
3891079268,information technology business analyst,information technology,dibujo digital b sico c mo ilustrar en photoshop,"ar, c, git, r"
3891079268,information technology business analyst,information technology,creare un logo con adobe illustrator,"adobe, ar, c, r"
3891079268,information technology business analyst,information technology,plantillas powerpoint para publicar en mercadolibre y ebay,"ar, c, ca, erp, lan, powerpoint, r"
3891079268,information technology business analyst,information technology,crie seu cart o de visita no coreldraw x8,"ar, c, ca, r"
3891079268,information technology business analyst,information technology,podcast cover art design like the best,"ar, c, ca, design, r"
3891079268,information technology business analyst,information technology,learn drawing and painting a landscape with oil colours,"ai, ap, ar, c, ca, lan, r"
3891079268,information technology business analyst,information technology,the complete motion graphic course,"ap, c, phi, r"
3891079268,information technology business analyst,information technology,typographic poster design from sketch to vector,"ap, c, design, phi, r"
3891079268,information technology business analyst,information technology,"make money with photoshop logos, business cards brochures","ar, c, ca, make, r"
3891079268,information technology business analyst,information technology,photoshop the art of clipart,"ar, c, r"
3891079268,information technology business analyst,information technology,illustrator 101 learn quickly and easily to create artwork,"ar, c, r"
3891079268,information technology business analyst,information technology,design your own fonts plus a bunch of typography secrets,"ap, c, design, r, sec"
3891079268,information technology business analyst,information technology,beginners guide photoshop poster artwork,"ar, r"
3891079268,information technology business analyst,information technology,basic graphic design for powerpoint,"ap, c, design, erp, graphic design, phi, powerpoint, r"
3891079268,information technology business analyst,information technology,master graphic design using photoshop with rachael,"ap, c, design, graphic design, phi, r"
3891079268,information technology business analyst,information technology,become a logo designer guide to complimentary logo software,"ar, c, design, r"
3891079268,information technology business analyst,information technology,diy beautiful social graphics that don t require photoshop,"ap, c, cia, phi, r"
3891079268,information technology business analyst,information technology,design while you learn indesign cc,"ar, c, design, r"
3891079268,information technology business analyst,information technology,r graph essentials,"ap, r"
3891079268,information technology business analyst,information technology,car sketching with simple analog tools,"ar, c, ca, r"
3891079268,information technology business analyst,information technology,inkscape 101 for beginners design vector graphics,"ap, c, ca, design, phi, r"
3891079268,information technology business analyst,information technology,"how to fix common branding mistakes, for graphic designers","ap, branding, c, design, graphic design, phi, r"
3891079268,information technology business analyst,information technology,autocad course learn online autocad in urdu hindi,"ar, autocad, c, ca, r"
3891079268,information technology business analyst,information technology,architectural drawing for creatives,"ar, c, r"
3891079268,information technology business analyst,information technology,character design,"ar, c, design, r"
3891079268,information technology business analyst,information technology,icon design masterclass learn icon design principles,"ar, c, design, r"
3891079268,information technology business analyst,information technology,marvelous logo design,"ar, design, r"
3891079268,information technology business analyst,information technology,canva complete course for graphics design 20 projects,"ap, c, ca, canva, design, phi, r"
3891079268,information technology business analyst,information technology,the complete video production guide learn top video tools,"ar, c, r"
3891079268,information technology business analyst,information technology,add realistic car paint to your pencil drawing in photoshop,"ai, ar, c, ca, r"
3891079268,information technology business analyst,information technology,learn print production from start to finish,"ar, c, r"
3891079268,information technology business analyst,information technology,adobe create a professional logo step by step farming,"adobe, ar, c, fa, r"
3891079268,information technology business analyst,information technology,pic monkey for beginners graphic design and photo editing,"ap, c, design, edi, editing, graphic design, phi, r"
3891079268,information technology business analyst,information technology,how to make better compositions take your art to new height,"ar, c, make, r"
3891079268,information technology business analyst,information technology,learn to composite a 2d action shot in photoshop,"ar, c, r"
3891079268,information technology business analyst,information technology,infographic design how to create your own infographic,"ap, c, design, graphic design, phi, r"
3891079268,information technology business analyst,information technology,amazing graphic design for beginners,"ap, c, design, graphic design, phi, r"
3891079268,information technology business analyst,information technology,"7 ways a beginner guitarist can sound better, instantly","ar, c, ca, r"
3891079268,information technology business analyst,information technology,instant harmonica christmas play jingle bells part 1 now,"ar, c, ca, hr, hris, r"
3891079268,information technology business analyst,information technology,playing piano popular pieces vol ii,"ar, c, r"
3891079268,information technology business analyst,information technology,ninja chord changes master your guitar chord changes,"ar, c, r"
3891079268,information technology business analyst,information technology,your first 10 guitar lessons learn how to play guitar,"ar, r"
3891079268,information technology business analyst,information technology,pentatonic scale crash course for bass guitar,"ar, c, ca, r"
3891079268,information technology business analyst,information technology,modal theory for guitar guitar lessons from lutz academy,"aca, ar, c, ca, heor, r"
3891079268,information technology business analyst,information technology,learn fun dreamy piano techniques 1 play white christmas,"ar, c, hr, hris, r"
3891079268,information technology business analyst,information technology,learn jazz piano today,"ar, r"
3891079268,information technology business analyst,information technology,learn to play the drums without a drum kit,"ar, r"
3891079268,information technology business analyst,information technology,learn travis picking from scratch,"ar, c, r"
3891079268,information technology business analyst,information technology,instant harmonica how to get single notes in 5 easy steps,"ar, c, ca, r"
3891079268,information technology business analyst,information technology,teaching music start teaching an instrument successfully,"ar, c, r, sf"
3891079268,information technology business analyst,information technology,strumming from scratch rhythm guitar lesson for beginners,"ar, c, r"
3891079268,information technology business analyst,information technology,blues guitar lessons from texas to carolina,"ar, c, ca, r"
3891079268,information technology business analyst,information technology,instant harmonica play the groovy beatles yesterday today,"ar, c, ca, r"
3891079268,information technology business analyst,information technology,beginner guitar quick start course,"ar, c, r"
3891079268,information technology business analyst,information technology,mike g s beginner drum course part 1,"ar, c, r"
3891079268,information technology business analyst,information technology,guitar for beginners learn the basics,"ar, c, r"
3891079268,information technology business analyst,information technology,blues guitar lessons volume 1 blues shuffle essentials,"ar, r"
3891079268,information technology business analyst,information technology,beginner guitar 38 easy lessons you needs to get started,"ar, r"
3891079268,information technology business analyst,information technology,bass guitar lessons for beginners,"ar, r"
3891079268,information technology business analyst,information technology,pure pentatonic power rock and blues guitar soloing,"ar, c, r"
3891079268,information technology business analyst,information technology,guitar the next level,"ar, r"
3891079268,information technology business analyst,information technology,learn to play euphonium beginner to pro in under five hours,"ar, r"
3891079268,information technology business analyst,information technology,learn oud 1 no prior music knowledge required,"ar, c, r"
3891079268,information technology business analyst,information technology,instant harmonica play dylan s blowing in the wind today,"ar, c, ca, lan, r"
3891079268,information technology business analyst,information technology,blues guitar lessons volume 2 slow blues essentials,"ar, r"
3891079268,information technology business analyst,information technology,instant harmonica play the gorgeous skye boat song now,"ar, c, ca, r"
3891079268,information technology business analyst,information technology,learn to play trombone go from beginner to pro in no time,"ar, r"
3891079268,information technology business analyst,information technology,fingerstyleguitar by jacques stotzem basic level,"ar, c, r"
3891079268,information technology business analyst,information technology,instant harmonica play two star wars themes in 30 minutes,"ar, c, ca, r"
3891079268,information technology business analyst,information technology,learn to play the flute beginner to pro in under five hours,"ar, r"
3891079268,information technology business analyst,information technology,play piano 7 improvise on for all we know in f key by ear,"ar, r"
3891079268,information technology business analyst,information technology,learn to play the trumpet beginner to pro made the easy way,"ar, r"
3891079268,information technology business analyst,information technology,learn to play clarinet beginner to pro in under five hours,"ar, c, net, r"
3891079268,information technology business analyst,information technology,"learn to play the piano using pop, r b and gospel chords","ar, c, r"
3891079268,information technology business analyst,information technology,play by ear 4 play song by ear with 3 chords using any key,"ar, c, r"
3891079268,information technology business analyst,information technology,easy to play christmas songs for guitar,"ar, c, hr, hris, r"
3891079268,information technology business analyst,information technology,ultimate blues guitar beginner lessons,"ar, r"
3891079268,information technology business analyst,information technology,learn fun dreamy piano techniques 2 play silver bells,"ar, c, r"
3891079268,information technology business analyst,information technology,31 day guitar challenge,"ar, c, r"
3891079268,information technology business analyst,information technology,percussive fingerstyle guitar,"ar, c, r"
3891079268,information technology business analyst,information technology,learn to play saxophone beginner to pro in under four hours,"ar, r"
3891079268,information technology business analyst,information technology,"learn bass guitar have fun, amaze your friends it s easy","ar, r"
3891079268,information technology business analyst,information technology,guitar insanity workout eatmystrings,"ar, r"
3891079268,information technology business analyst,information technology,playing piano play chords and popular pieces vol i,"ar, c, r"
3891079268,information technology business analyst,information technology,guitar chord riot learn to play guitar like a guitar jedi,"ar, c, edi, r"
3891079268,information technology business analyst,information technology,guitar learn 12 must know beginner rock guitar riffs,"ar, c, r"
3891079268,information technology business analyst,information technology,guitar fretboard mastery for the blues guitarist,"ar, r"
3891079268,information technology business analyst,information technology,instant harmonica play scarborough fair in 8 easy lectures,"ai, ar, c, ca, fa, r"
3891079268,information technology business analyst,information technology,learn to play harp beginners course,"ar, c, r"
3891079268,information technology business analyst,information technology,instant harmonica play this classic 8 bar blues tune,"ar, c, ca, r"
3891079268,information technology business analyst,information technology,guitar lessons learning the neck fretboard mastery,"ar, c, r"
3891079268,information technology business analyst,information technology,slide guitar slide soloing essentials,"ar, r"
3891079268,information technology business analyst,information technology,learn piano 8 use augmented chord sub whole tone scales,"ar, c, ca, r"
3891079268,information technology business analyst,information technology,learn acoustic guitar for worship,"ar, c, r"
3891079268,information technology business analyst,information technology,learn 3 all time a r rahman hits on carnatic flute,"ar, c, ca, r"
3891079268,information technology business analyst,information technology,guitar lessons the essential beginner intermediate course,"ar, c, edi, r"
3891079268,information technology business analyst,information technology,instant harmonica play the groovy irish washerwoman now,"ar, c, ca, r"
3891079268,information technology business analyst,information technology,music fundamentals learn beatmaking with pen tapping,"ap, ar, c, pp, r"
3891079268,information technology business analyst,information technology,"learn to play fernando sor s study in b minor ,https www udemy com study in b minor ,true,115,1403,5,9,intermediate level,43 mins,2014 01 27t20 58 16z 398746,piano the chord based system learn to play as the pros do","ar, c, edi, http, r"
3891079268,information technology business analyst,information technology,beginner guitar lessons by paul gronow,"ar, r"
3891079268,information technology business analyst,information technology,guitar fretboard secrets,"ar, c, r, sec"
3891079268,information technology business analyst,information technology,learn to play french horn beginner to pro made the easy way,"ar, c, french, r"
3891079268,information technology business analyst,information technology,150 rock guitar licks you must know,"ar, c, r"
3891079268,information technology business analyst,information technology,didgeridoo from zero to hero part one beginning,"ar, r"
3891079268,information technology business analyst,information technology,learn piano scales play any song in any key like pro s do,"ar, c, ca, r"
3891079268,information technology business analyst,information technology,instant harmonica play the groovy valens la bamba now,"ar, c, ca, mba, r"
3891079268,information technology business analyst,information technology,instant harmonica play amazing grace with grace and ease,"ar, c, ca, r"
3891079268,information technology business analyst,information technology,instant harmonica play amazing grace ode to joy now,"ar, c, ca, r"
3891079268,information technology business analyst,information technology,play thousands of songs on the guitar cheater chords,"ar, c, r"
3891079268,information technology business analyst,information technology,classical guitar essentials the basics part 1,"ar, c, ca, r"
3891079268,information technology business analyst,information technology,learn piano 7 learn chromatic chords chromatic scale run,"ar, c, ca, hr, r"
3891079268,information technology business analyst,information technology,play all major scales by ear no notation required,"ar, c, ca, r"
3891079268,information technology business analyst,information technology,the total beginner s guitar course,"ar, c, r"
3891079268,information technology business analyst,information technology,virtual piano lessons a new way to learn piano,"ar, r"
3891079268,information technology business analyst,information technology,16 guitar chords to jam with beginner intermediate,"ar, c, edi, r"
3891079268,information technology business analyst,information technology,free beginner electric guitar lessons,"ar, c, r"
3891079268,information technology business analyst,information technology,101 awesome rockabilly guitar licks,"ar, c, r"
3891079268,information technology business analyst,information technology,a beginner s guide to fingerpicking and strumming guitar,"ar, c, erp, r"
3891079268,information technology business analyst,information technology,"instant harmonica basic 12 bar blues course, easy and fun","ar, c, ca, r"
3891079268,information technology business analyst,information technology,acoustic guitar basics,"ar, c, r"
3891079268,information technology business analyst,information technology,instant bodhran part one learn the basics of drumming now,"ar, c, hr, r"
3891079268,information technology business analyst,information technology,"play the piano by ear master class, learn by doing","ar, c, r"
3891079268,information technology business analyst,information technology,discover classical guitar level 2,"ar, c, ca, r"
3891079268,information technology business analyst,information technology,caged system for guitar guitar lessons from lutz academy,"aca, ar, c, ca, r"
3891079268,information technology business analyst,information technology,learn the violin no music experience necessary,"ar, c, r"
3891079268,information technology business analyst,information technology,how to design your own guitar,"ar, design, r"
3891079268,information technology business analyst,information technology,how to play blues guitar broonzy mcghee blues lessons,"ar, c, r"
3891079268,information technology business analyst,information technology,play sonny terry style on harmonica and dazzle your friends,"ar, c, ca, r"
3891079268,information technology business analyst,information technology,blues and advanced guitar lessons,"ar, c, r"
3891079268,information technology business analyst,information technology,learn basics of south indian carnatic flute step by step,"ar, c, ca, r"
3891079268,information technology business analyst,information technology,guitar 12 strumming patterns you must know for guitar,"ar, r"
3891079268,information technology business analyst,information technology,guitar lessons for complete beginners super simple and fun,"ar, c, r"
3891079268,information technology business analyst,information technology,caged pentatonic system for guitar level 3,"ar, c, ca, r"
3891079268,information technology business analyst,information technology,classical guitar essentials the basics part 2,"ar, c, ca, r"
3891079268,information technology business analyst,information technology,keyboard instruments read sheet music for piano fast,"ar, c, fa, r"
3891079268,information technology business analyst,information technology,how to play the guitar your 30 day guide to learn guitar,"ar, r"
3891079268,information technology business analyst,information technology,drumming accelerator how to get the best start possible,"ar, c, r"
3891079268,information technology business analyst,information technology,play piano 4 improvise on popular song yesterday chords,"ar, c, r"
3891079268,information technology business analyst,information technology,beginner s guitar lessons crash course for busy adults,"ar, c, r"
3891079268,information technology business analyst,information technology,getting started with the guitar in 5 days,"ar, r"
3891079268,information technology business analyst,information technology,guitar lessons string bending and vibrato essentials,"ar, r"
3891079268,information technology business analyst,information technology,"beginner violin 101 care, maintenance, and the right gear","ai, ar, c, ca, gear, r"
3891079268,information technology business analyst,information technology,learn how to play 25 classic hip hop songs,"ar, c, r"
3891079268,information technology business analyst,information technology,learn beethoven s fur elise on piano,"ar, r"
3891079268,information technology business analyst,information technology,introduction to gypsy jazz guitar,"ar, c, r"
3891079268,information technology business analyst,information technology,"learn how to play blues, rock, boogie woogie piano today","ar, c, r"
3891079268,information technology business analyst,information technology,the piano chord ladder learn to play thousands of songs,"ar, c, r"
3891079268,information technology business analyst,information technology,playing piano scales and arpeggios vol i major keys,"ar, c, ca, ios, r"
3891079268,information technology business analyst,information technology,drumming for beginners simple way to learn how to drum,"ar, r"
